#
# exported point set, exported on 2025119
100 point-set 

header point 100 2
0 4.8036 -9.0754
1 3.76372 -1.5488
2 -4.3792 -0.165131
3 7.10816 -3.53175
4 -1.20419 3.02405
5 -8.17966 6.5571
6 3.76437 -2.7036
7 1.48433 -6.51397
8 -1.70693 -9.19657
9 -9.43648 -3.72342
10 -1.98201 1.19353
11 -9.56778 2.78728
12 -4.01858 0.40175
13 -8.52581 -8.78437
14 -0.710452 -5.48192
15 9.65337 -5.25003
16 -9.47861 -1.46863
17 8.54922 8.34278
18 6.65578 -1.5168
19 3.49248 9.4699
20 6.03019 -9.19015
21 0.380388 -8.90812
22 -1.52096 4.21051
23 -6.36549 -5.96021
24 6.24998 -4.55863
25 -9.70935 6.87836
26 0.493218 -1.26157
27 -8.03894 5.72368
28 -8.27059 3.77005
29 -9.708 -2.03985
30 -3.49845 -4.36043
31 -6.4304 -4.91617
32 -5.44231 6.84382
33 7.70465 6.60323
34 6.07381 1.46685
35 6.57667 4.35364
36 2.81436 -5.36933
37 -7.02275 -6.34289
38 1.89517 6.11538
39 -7.9472 -2.67348
40 -7.60795 -5.81113
41 5.15836 5.29481
42 -5.07127 7.04269
43 -3.57339 4.24278
44 8.65382 5.05614
45 1.04958 8.19269
46 -1.42995 -0.460473
47 -3.06971 8.93108
48 7.23096 0.0500158
49 7.32143 -2.58953
50 7.05645 4.24236
51 4.99583 -6.12008
52 -4.07463 6.92205
53 -3.21219 -3.06366
54 9.70727 9.21272
55 9.87317 -1.64192
56 5.02201 3.84412
57 -3.81568 2.459
58 1.48189 -1.57351
59 -6.73566 8.66527
60 7.85779 -2.28703
61 1.00177 2.83463
62 -4.80873 -0.675304
63 -3.69913 9.82187
64 -0.204652 -2.66769
65 7.8297 3.95169
66 1.6172 -9.79745
67 -2.14411 3.62194
68 7.6213 -6.92445
69 3.97187 8.08714
70 -0.0105784 0.481246
71 5.71068 9.51239
72 4.47869 -9.74003
73 -9.70294 2.48722
74 8.57703 -8.75439
75 2.30296 4.34457
76 9.66966 -9.68189
77 -1.00748 -8.8048
78 -6.93304 -3.35551
79 -9.58044 -0.528187
80 1.92775 -4.16773
81 -5.58723 5.76461
82 5.2732 0.0376419
83 6.1395 -1.78925
84 8.29512 6.77071
85 -5.96678 -5.32891
86 -8.16537 5.1379
87 -6.19298 -8.64519
88 0.491988 9.25027
89 -0.967594 7.35184
90 4.0856 -2.78165
91 -1.21048 -3.79345
92 7.82693 -5.00098
93 5.28449 1.91602
94 8.51861 0.660476
95 3.65922 -3.04635
96 -1.6602 0.99685
97 1.73852 2.04221
98 4.54854 -8.16962
99 8.06839 -2.42561
